flow_id,packet_count,mean_packet_size,std_packet_size,flow_duration,bytes_ratio,label
192.168.1.100:53623<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:57411<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:51649<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
104.244.42.65:443<->192.168.1.100:57102/TCP,24,547.6667,344.6239,4.474084,0.434308,Twitter/X
142.250.185.110:443<->192.168.1.100:60788/TCP,23,528.3043,320.7147,5.750166,0.659973,YouTube
192.168.1.100:59386<->52.94.236.248:443/TCP,23,696.087,397.9437,5.99771,0.763022,Amazon
192.168.1.100:58176<->35.186.227.140:443/TCP,22,546.9091,372.506,4.525119,1.992290,Telegram
192.168.1.100:50278<->35.186.227.140:443/TCP,22,606.1818,418.606,3.775719,0.708429,Telegram
192.0.78.24:443<->192.168.1.100:61176/TCP,22,644.7273,462.0855,4.652227,1.065230,Cloudflare
157.240.1.35:443<->192.168.1.100:63855/TCP,21,684.2857,478.2856,4.494749,3.726974,Facebook
192.168.1.100:51935<->52.94.236.248:443/TCP,21,636.9048,398.2384,4.124086,0.475455,Amazon
157.240.1.174:443<->192.168.1.100:62924/TCP,20,574.7,336.0844,4.162442,1.309887,Instagram
157.240.1.174:443<->192.168.1.100:54726/TCP,20,617.25,388.3273,4.120462,1.595123,Instagram
192.168.1.100:54114<->52.94.236.248:443/TCP,20,490.25,371.8777,4.654992,0.612399,Amazon
192.168.1.100:54000<->99.86.0.100:443/TCP,20,648.9,423.2852,3.9174,0.331623,TikTok
157.240.1.174:443<->192.168.1.100:63016/TCP,19,585.7895,423.9849,3.068114,3.094923,Instagram
104.244.42.65:443<->192.168.1.100:64311/TCP,19,636.4737,426.3626,3.466191,2.154147,Twitter/X
192.168.1.100:52447<->35.186.224.47:443/TCP,19,518.1579,340.8366,4.599676,0.698878,Spotify
104.244.42.65:443<->192.168.1.100:57092/TCP,18,639.6111,407.4499,2.797331,1.919858,Twitter/X
104.16.85.20:443<->192.168.1.100:58136/TCP,18,498.8889,349.3047,4.303552,1.151929,Discord
192.168.1.100:64668<->35.186.224.25:443/TCP,18,531.8889,383.9287,3.634515,0.688536,Zoom
192.168.1.100:54416<->35.186.227.140:443/TCP,18,623.3333,408.0422,3.831145,0.230938,Telegram
192.168.1.100:49656<->99.86.0.100:443/TCP,18,472.6667,391.6905,3.865658,0.552555,TikTok
104.244.42.65:443<->192.168.1.100:56600/TCP,17,466.3529,383.7764,3.456115,1.248440,Twitter/X
104.16.85.20:443<->192.168.1.100:60196/TCP,17,414.4118,337.2069,2.366059,1.325083,Discord
192.168.1.100:63778<->99.86.0.100:443/TCP,17,594.1176,364.924,4.201712,0.269642,TikTok
192.168.1.100:62124<->23.52.167.61:443/TCP,16,479.5,355.0331,3.269528,0.794200,Twitter/X
104.16.85.20:443<->192.168.1.100:62404/TCP,16,591.8125,415.929,2.73598,3.986309,Discord
17.253.144.10:443<->192.168.1.100:61447/TCP,16,821.1875,469.1176,3.287309,1.800895,Apple
142.250.185.206:443<->192.168.1.100:62259/TCP,15,415.6,321.7015,2.604707,0.810105,Google
192.168.1.100:56587<->23.52.167.61:443/TCP,15,433.9333,372.45,2.364858,0.467313,Twitter/X
104.16.85.20:443<->192.168.1.100:56390/TCP,15,648.9333,436.5671,3.114727,2.498922,Discord
13.107.42.14:443<->192.168.1.100:61262/TCP,15,441.3333,331.6998,2.372121,1.115692,Twitter/X
142.250.185.110:443<->192.168.1.100:54760/TCP,14,590.7857,490.0037,2.360151,6.609016,YouTube
104.244.42.65:443<->192.168.1.100:63016/TCP,14,679.2857,502.2224,2.681422,1.174211,Twitter/X
192.168.1.100:51458<->99.86.0.100:443/TCP,14,508.0714,418.2353,3.36802,0.621751,TikTok
192.168.1.100:63252<->52.94.236.248:443/TCP,13,684.0769,543.9412,2.51154,0.229504,Amazon
17.253.144.10:443<->192.168.1.100:51422/TCP,13,555.6923,467.8219,2.069866,2.003742,Apple
192.168.1.100:50823<->35.186.224.25:443/TCP,12,379.0,324.8625,1.975124,3.352153,Zoom
157.240.1.35:443<->192.168.1.100:63754/TCP,11,518.8182,424.3165,1.810554,0.690462,Facebook
17.253.144.10:443<->192.168.1.100:55896/TCP,11,512.7273,412.2063,1.158281,1.197973,Apple
104.16.85.20:443<->192.168.1.100:62226/TCP,10,422.5,329.5838,1.59652,0.607075,Discord
192.168.1.100:60335<->35.186.227.140:443/TCP,10,438.7,462.8142,1.312552,0.288399,Telegram
142.250.185.110:443<->192.168.1.100:59623/TCP,8,568.375,546.3463,0.667761,1.523307,YouTube
157.240.1.35:443<->192.168.1.100:54109/TCP,8,358.5,321.1226,0.889926,0.407262,Facebook
142.250.185.110:443<->192.168.1.100:52707/TCP,7,282.2857,306.6243,0.681709,7.000000,YouTube
157.240.1.35:443<->192.168.1.100:50453/TCP,7,273.7143,244.032,0.51259,0.534027,Facebook
140.82.114.4:443<->192.168.1.100:65393/TCP,7,247.5714,214.8208,0.766232,0.380876,GitHub
157.240.1.174:443<->192.168.1.100:57719/TCP,6,346.1667,387.0114,0.484408,0.696895,Instagram
192.0.78.24:443<->192.168.1.100:64005/TCP,6,433.8333,512.6612,0.673971,1.052839,Cloudflare
192.168.1.100:58605<->93.184.216.34:80/TCP,2,92.0,38.0,-0.002312,inf,HTTPS
185.199.108.153:80<->192.168.1.100:62726/TCP,2,92.0,38.0,0.001686,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:61678/TCP,2,92.0,38.0,-0.000723,0.000000,HTTPS
192.168.1.100:51510<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:50839<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:56840<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:61860<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:57981<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:58087<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:64255<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:56865<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:54121<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:60929<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:64834<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:57871<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:65510<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:53225<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.206:443<->192.168.1.100:65210/TCP,24,602.5417,402.151,6.124206,1.151614,Google
192.168.1.100:52003<->23.52.167.61:443/TCP,24,706.3333,446.8995,4.905597,0.526245,Twitter/X
192.168.1.100:65411<->35.186.224.47:443/TCP,24,536.6667,378.7313,4.08618,0.604984,Spotify
142.250.185.110:443<->192.168.1.100:50843/TCP,23,578.087,411.036,4.131671,1.210474,YouTube
157.240.1.35:443<->192.168.1.100:56617/TCP,23,561.8696,385.3672,5.375141,1.673355,Facebook
192.168.1.100:65214<->52.94.236.248:443/TCP,23,554.0,353.5718,5.089402,1.064150,Amazon
192.168.1.100:57094<->35.186.224.47:443/TCP,23,457.4348,303.2131,4.73188,0.881101,Spotify
192.168.1.100:49236<->35.186.224.25:443/TCP,22,541.0909,301.4049,5.169078,1.204853,Zoom
157.240.1.35:443<->192.168.1.100:64411/TCP,21,739.0952,448.9196,3.685478,1.301112,Facebook
192.168.1.100:63212<->52.94.236.248:443/TCP,21,569.1429,382.5606,5.468735,0.713794,Amazon
192.168.1.100:52708<->99.86.0.100:443/TCP,21,537.1905,359.7925,4.409672,0.593137,TikTok
142.250.185.110:443<->192.168.1.100:49450/TCP,20,545.5,373.453,3.495193,2.169669,YouTube
192.168.1.100:60426<->23.52.167.61:443/TCP,20,586.75,428.5038,4.092686,0.561959,Twitter/X
140.82.114.4:443<->192.168.1.100:54671/TCP,20,632.5,384.9471,4.66782,1.619048,GitHub
192.0.78.24:443<->192.168.1.100:63645/TCP,20,627.0,425.8374,4.192773,1.849352,Cloudflare
17.253.144.10:443<->192.168.1.100:53672/TCP,20,548.3,382.1848,3.333728,2.048652,Apple
17.253.144.10:443<->192.168.1.100:57969/TCP,20,546.6,380.8729,4.168273,1.641856,Apple
142.250.185.110:443<->192.168.1.100:54569/TCP,18,554.2778,421.1735,4.026639,1.491758,YouTube
104.244.42.65:443<->192.168.1.100:60330/TCP,18,546.7222,424.2123,3.322392,0.861710,Twitter/X
140.82.114.4:443<->192.168.1.100:53860/TCP,18,553.6111,375.2836,4.632593,1.875072,GitHub
192.168.1.100:52170<->35.186.227.140:443/TCP,18,494.2222,358.0145,3.750661,0.660321,Telegram
192.0.78.24:443<->192.168.1.100:50293/TCP,18,646.1667,409.835,4.366372,1.094543,Cloudflare
142.250.185.110:443<->192.168.1.100:60587/TCP,17,501.1765,363.6332,2.782581,1.464565,YouTube
157.240.1.35:443<->192.168.1.100:62388/TCP,17,454.4118,297.1185,3.185839,1.167508,Facebook
157.240.1.174:443<->192.168.1.100:64669/TCP,17,440.5294,277.9403,4.384138,1.675598,Instagram
104.16.85.20:443<->192.168.1.100:63138/TCP,17,562.6471,388.786,4.064404,0.926873,Discord
192.0.78.24:443<->192.168.1.100:52705/TCP,17,627.5882,455.9952,3.061567,2.912358,Cloudflare
192.0.78.24:443<->192.168.1.100:56053/TCP,17,610.8235,496.8701,3.385992,1.472970,Cloudflare
142.250.185.206:443<->192.168.1.100:51200/TCP,16,546.625,366.9322,4.415255,0.963187,Google
192.168.1.100:49222<->35.186.224.25:443/TCP,16,641.875,478.489,3.85233,0.577573,Zoom
192.168.1.100:54886<->35.186.227.140:443/TCP,16,355.75,279.2907,2.982989,1.395623,Telegram
192.168.1.100:59543<->35.186.227.140:443/TCP,16,466.375,393.3181,3.369336,1.190197,Telegram
17.253.144.10:443<->192.168.1.100:56471/TCP,16,464.6875,306.4832,3.665809,1.020930,Apple
192.168.1.100:62772<->52.94.236.248:443/TCP,15,563.3333,439.106,3.23354,1.087451,Amazon
192.168.1.100:57239<->99.86.0.100:443/TCP,15,609.4,472.1483,2.07301,0.633196,TikTok
157.240.1.35:443<->192.168.1.100:62747/TCP,14,513.1429,352.4293,2.326738,0.595381,Facebook
104.244.42.65:443<->192.168.1.100:56350/TCP,13,356.6923,310.4856,2.348933,0.845205,Twitter/X
192.168.1.100:62152<->35.186.224.25:443/TCP,13,533.3077,417.4672,2.056729,0.752528,Zoom
13.107.42.14:443<->192.168.1.100:60951/TCP,13,537.3077,414.3494,1.919366,3.128251,Twitter/X
142.250.185.206:443<->192.168.1.100:58415/TCP,12,665.3333,477.9047,2.147454,1.786736,Google
192.168.1.100:49940<->52.94.236.248:443/TCP,12,520.8333,483.4728,2.690027,0.384581,Amazon
192.168.1.100:54721<->35.186.227.140:443/TCP,12,470.25,380.1184,1.75025,1.293902,Telegram
192.168.1.100:55525<->99.86.0.100:443/TCP,12,663.25,502.0578,2.292467,0.557839,TikTok
192.0.78.24:443<->192.168.1.100:55990/TCP,12,469.25,411.0162,1.929225,1.234524,Cloudflare
140.82.114.4:443<->192.168.1.100:51688/TCP,11,493.6364,448.2403,2.04545,0.923486,GitHub
192.168.1.100:64877<->35.186.224.25:443/TCP,11,512.2727,441.204,1.866967,0.656379,Zoom
192.168.1.100:62757<->35.186.224.25:443/TCP,9,357.1111,356.1864,1.54926,0.335272,Zoom
192.168.1.100:59487<->99.86.0.100:443/TCP,9,455.2222,416.8945,1.452205,0.218620,TikTok
192.168.1.100:61003<->99.86.0.100:443/TCP,9,313.2222,269.7829,1.81273,0.415161,TikTok
192.168.1.100:58588<->35.186.224.47:443/TCP,9,378.4444,303.0215,1.091973,0.790747,Spotify
192.168.1.100:58573<->35.186.227.140:443/TCP,8,372.375,359.0675,0.771601,1.050241,Telegram
157.240.1.35:443<->192.168.1.100:60779/TCP,7,269.4286,340.2469,1.059494,2.473297,Facebook
192.168.1.100:61418<->93.184.216.34:80/TCP,2,92.0,38.0,-5.3e-05,inf,HTTPS
192.168.1.100:58780<->93.184.216.34:80/TCP,2,92.0,38.0,0.00026,inf,HTTPS
192.168.1.100:56313<->93.184.216.34:80/TCP,2,92.0,38.0,0.000296,inf,HTTPS
185.199.108.153:80<->192.168.1.100:55416/TCP,2,92.0,38.0,0.001589,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:58211/TCP,2,92.0,38.0,-0.002968,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:61358/TCP,2,92.0,38.0,-0.002057,0.000000,HTTPS
192.168.1.100:52776<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:63631<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:65080<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:58569<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:59032<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:61188<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:60379<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:57245<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:52473<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.206:443<->192.168.1.100:63836/TCP,24,570.6667,364.1613,6.017248,2.089556,Google
142.250.185.110:443<->192.168.1.100:61956/TCP,24,552.0833,403.7451,6.272624,2.015476,YouTube
104.244.42.65:443<->192.168.1.100:49401/TCP,24,733.375,433.9568,4.962922,1.484613,Twitter/X
140.82.114.4:443<->192.168.1.100:58007/TCP,24,727.2083,410.917,5.187545,1.576089,GitHub
104.16.85.20:443<->192.168.1.100:57499/TCP,23,605.3913,419.5019,3.706891,2.597933,Discord
192.168.1.100:61564<->35.186.227.140:443/TCP,23,665.3913,379.7843,5.672279,0.559246,Telegram
17.253.144.10:443<->192.168.1.100:55384/TCP,23,439.3913,333.4442,4.998345,1.883310,Apple
192.168.1.100:56299<->35.186.227.140:443/TCP,22,616.3636,371.4224,4.283457,0.981008,Telegram
192.168.1.100:58766<->35.186.224.47:443/TCP,22,545.5,366.1778,5.300803,1.058491,Spotify
192.0.78.24:443<->192.168.1.100:49707/TCP,22,556.3182,361.0758,5.336268,1.115278,Cloudflare
13.107.42.14:443<->192.168.1.100:57889/TCP,22,588.2273,405.7403,5.384097,1.165858,Twitter/X
13.107.42.14:443<->192.168.1.100:56145/TCP,22,649.6818,412.5779,4.058396,1.162003,Twitter/X
192.168.1.100:53774<->52.94.236.248:443/TCP,21,666.5238,432.0165,3.138394,0.616842,Amazon
192.168.1.100:64429<->99.86.0.100:443/TCP,21,487.0952,332.4831,4.751295,1.208810,TikTok
142.250.185.110:443<->192.168.1.100:62451/TCP,20,564.65,348.3233,3.574232,0.602071,YouTube
192.168.1.100:62664<->52.94.236.248:443/TCP,20,535.6,341.8595,4.162546,0.686929,Amazon
192.168.1.100:64574<->35.186.224.25:443/TCP,20,481.6,366.0427,4.200228,0.206715,Zoom
192.168.1.100:49948<->35.186.224.47:443/TCP,20,571.85,375.2599,4.158779,1.257600,Spotify
17.253.144.10:443<->192.168.1.100:62906/TCP,20,629.0,391.161,4.598226,0.901738,Apple
142.250.185.206:443<->192.168.1.100:59133/TCP,19,476.0526,357.1922,3.89784,1.762676,Google
140.82.114.4:443<->192.168.1.100:61249/TCP,19,540.6842,378.6042,2.631506,3.246796,GitHub
192.168.1.100:57767<->35.186.227.140:443/TCP,19,590.6842,403.239,3.960713,0.513554,Telegram
192.0.78.24:443<->192.168.1.100:59181/TCP,19,702.2632,432.712,4.164687,2.051223,Cloudflare
13.107.42.14:443<->192.168.1.100:57858/TCP,19,458.7368,356.3926,4.184882,1.352497,Twitter/X
142.250.185.206:443<->192.168.1.100:59488/TCP,18,615.2222,421.4546,4.335667,0.695865,Google
140.82.114.4:443<->192.168.1.100:62034/TCP,18,653.5,453.5314,3.149561,1.675233,GitHub
104.16.85.20:443<->192.168.1.100:62707/TCP,18,649.0,474.9216,2.816125,6.871968,Discord
192.168.1.100:50876<->35.186.224.47:443/TCP,18,515.4444,331.4542,3.546587,2.131286,Spotify
142.250.185.110:443<->192.168.1.100:63771/TCP,17,574.7059,368.8639,2.506088,1.423716,YouTube
157.240.1.174:443<->192.168.1.100:58839/TCP,17,544.5294,407.1911,3.386576,0.867837,Instagram
17.253.144.10:443<->192.168.1.100:60218/TCP,17,620.2353,423.9865,2.875237,1.613135,Apple
17.253.144.10:443<->192.168.1.100:63881/TCP,17,489.3529,355.694,4.195312,0.518620,Apple
192.168.1.100:64813<->23.52.167.61:443/TCP,16,675.0,479.8359,3.153619,0.295741,Twitter/X
17.253.144.10:443<->192.168.1.100:64534/TCP,16,409.9375,342.2569,2.819352,0.652974,Apple
13.107.42.14:443<->192.168.1.100:56180/TCP,15,515.6,434.2183,2.820572,2.811730,Twitter/X
142.250.185.110:443<->192.168.1.100:62009/TCP,14,519.0,397.862,2.611023,1.598712,YouTube
104.16.85.20:443<->192.168.1.100:56120/TCP,14,622.8571,480.2629,3.299455,3.940510,Discord
104.16.85.20:443<->192.168.1.100:56117/TCP,14,558.7143,450.6862,2.067656,2.561931,Discord
192.168.1.100:52611<->99.86.0.100:443/TCP,14,407.3571,342.4981,1.899021,1.154515,TikTok
192.168.1.100:56988<->35.186.224.47:443/TCP,14,626.3571,460.5791,2.770741,0.530099,Spotify
192.168.1.100:55634<->35.186.227.140:443/TCP,13,549.4615,430.7294,2.191371,0.874311,Telegram
192.0.78.24:443<->192.168.1.100:64911/TCP,13,462.4615,327.7005,2.289549,0.508279,Cloudflare
157.240.1.35:443<->192.168.1.100:53843/TCP,12,567.4167,423.1722,2.046332,3.367543,Facebook
192.168.1.100:60516<->23.52.167.61:443/TCP,12,677.5,533.4613,1.876458,0.314683,Twitter/X
192.168.1.100:61121<->23.52.167.61:443/TCP,11,517.6364,466.9908,2.04551,0.364159,Twitter/X
192.168.1.100:54837<->23.52.167.61:443/TCP,9,356.3333,413.533,1.226814,0.555286,Twitter/X
192.168.1.100:60035<->23.52.167.61:443/TCP,9,420.7778,333.0338,1.2756,0.658056,Twitter/X
192.168.1.100:63081<->35.186.224.25:443/TCP,9,344.5556,339.5039,1.150178,9.234323,Zoom
142.250.185.206:443<->192.168.1.100:60343/TCP,8,328.375,301.5456,0.888634,0.914723,Google
157.240.1.174:443<->192.168.1.100:60206/TCP,8,374.625,324.6097,1.08848,0.852287,Instagram
192.168.1.100:50419<->35.186.224.47:443/TCP,7,356.1429,371.921,0.481884,5.279597,Spotify
142.250.185.206:443<->192.168.1.100:54236/TCP,6,347.8333,395.8764,0.559021,1.097487,Google
140.82.114.4:443<->192.168.1.100:56951/TCP,6,243.1667,294.5315,0.277395,1.752830,GitHub
192.168.1.100:61666<->93.184.216.34:80/TCP,2,92.0,38.0,0.000651,inf,HTTPS
192.168.1.100:51344<->93.184.216.34:80/TCP,2,92.0,38.0,2.9e-05,inf,HTTPS
185.199.108.153:80<->192.168.1.100:51708/TCP,2,92.0,38.0,0.003579,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:61756/TCP,2,92.0,38.0,0.002475,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:59103/TCP,2,92.0,38.0,-0.000633,0.000000,HTTPS
192.168.1.100:60621<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:61954<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:56729<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:58029<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:56301<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:56732<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:60093<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:49274<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:59033<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:64587<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:63481<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:53468<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:60934<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
142.250.185.110:443<->192.168.1.100:51458/TCP,24,540.6667,398.6627,4.761682,2.025414,YouTube
142.250.185.110:443<->192.168.1.100:53055/TCP,24,616.4167,400.6206,4.632541,1.432824,YouTube
157.240.1.174:443<->192.168.1.100:51603/TCP,24,520.1667,311.2425,5.303818,0.832917,Instagram
140.82.114.4:443<->192.168.1.100:53305/TCP,24,572.7083,397.5183,4.20679,1.548674,GitHub
17.253.144.10:443<->192.168.1.100:60598/TCP,24,554.375,399.7468,5.176199,1.621675,Apple
17.253.144.10:443<->192.168.1.100:59767/TCP,24,660.3333,428.5824,4.961626,0.790734,Apple
192.168.1.100:56176<->35.186.224.47:443/TCP,23,614.0435,448.092,4.039527,0.310841,Spotify
192.168.1.100:63481<->52.94.236.248:443/TCP,22,579.0455,372.7427,4.395469,0.959545,Amazon
142.250.185.206:443<->192.168.1.100:60435/TCP,21,543.8571,357.6719,3.012271,0.929875,Google
104.244.42.65:443<->192.168.1.100:52937/TCP,21,533.3333,362.7726,4.434256,0.883303,Twitter/X
192.168.1.100:50715<->99.86.0.100:443/TCP,21,536.3333,351.9279,4.018524,1.481930,TikTok
13.107.42.14:443<->192.168.1.100:59075/TCP,21,467.9524,293.2283,4.959251,2.292127,Twitter/X
157.240.1.35:443<->192.168.1.100:54408/TCP,20,591.0,392.008,4.746071,2.348442,Facebook
140.82.114.4:443<->192.168.1.100:64921/TCP,20,669.6,420.3817,4.985031,2.289609,GitHub
192.168.1.100:55582<->35.186.227.140:443/TCP,20,624.15,427.8528,4.730767,0.409235,Telegram
13.107.42.14:443<->192.168.1.100:59577/TCP,20,710.2,423.2146,4.408398,1.263946,Twitter/X
17.253.144.10:443<->192.168.1.100:52468/TCP,20,596.8,391.792,4.677784,1.163103,Apple
192.168.1.100:50999<->99.86.0.100:443/TCP,19,491.6842,357.4658,3.523504,0.532480,TikTok
13.107.42.14:443<->192.168.1.100:61989/TCP,19,645.9474,436.7007,3.161203,4.065208,Twitter/X
192.168.1.100:57229<->52.94.236.248:443/TCP,17,488.5294,443.984,2.832006,0.496127,Amazon
104.16.85.20:443<->192.168.1.100:49598/TCP,17,492.5294,376.1433,3.484731,0.776575,Discord
192.168.1.100:55879<->35.186.224.25:443/TCP,17,580.9412,422.7293,3.374629,0.406237,Zoom
157.240.1.35:443<->192.168.1.100:62331/TCP,16,489.875,384.3833,2.864659,1.748247,Facebook
192.168.1.100:51173<->52.94.236.248:443/TCP,16,515.875,353.0196,3.727085,0.892685,Amazon
157.240.1.35:443<->192.168.1.100:50240/TCP,15,518.0667,407.968,2.982963,1.592061,Facebook
192.168.1.100:58664<->52.94.236.248:443/TCP,15,613.6,468.4973,3.052836,0.995231,Amazon
192.168.1.100:52843<->23.52.167.61:443/TCP,15,587.2,445.206,3.185331,0.620011,Twitter/X
104.16.85.20:443<->192.168.1.100:54828/TCP,15,481.0,374.7883,3.491124,0.751639,Discord
140.82.114.4:443<->192.168.1.100:50838/TCP,14,300.4286,279.7414,2.009927,1.790975,GitHub
192.0.78.24:443<->192.168.1.100:63332/TCP,14,433.4286,304.7509,2.635636,0.193783,Cloudflare
104.244.42.65:443<->192.168.1.100:56537/TCP,13,453.0,410.0651,2.643464,2.293624,Twitter/X
192.168.1.100:54309<->35.186.224.47:443/TCP,13,468.2308,377.9217,1.853312,0.240726,Spotify
192.168.1.100:61436<->52.94.236.248:443/TCP,12,369.6667,298.7413,1.15253,0.423620,Amazon
157.240.1.174:443<->192.168.1.100:55390/TCP,11,459.0909,380.1482,1.376899,0.572719,Instagram
104.244.42.65:443<->192.168.1.100:50360/TCP,11,326.2727,293.3115,1.579417,0.809884,Twitter/X
13.107.42.14:443<->192.168.1.100:55691/TCP,11,483.5455,381.6949,1.710306,0.107894,Twitter/X
104.244.42.65:443<->192.168.1.100:63141/TCP,10,494.9,501.819,1.444132,3.137960,Twitter/X
192.0.78.24:443<->192.168.1.100:61901/TCP,10,525.8,446.7305,1.779825,0.800068,Cloudflare
157.240.1.35:443<->192.168.1.100:53734/TCP,9,435.1111,342.0177,1.536154,2.194127,Facebook
192.168.1.100:62048<->23.52.167.61:443/TCP,8,326.125,370.5892,0.955757,1.075577,Twitter/X
140.82.114.4:443<->192.168.1.100:51287/TCP,8,231.625,203.1926,0.883644,0.773206,GitHub
192.168.1.100:52884<->35.186.227.140:443/TCP,8,435.75,384.8642,1.070385,2.514113,Telegram
192.168.1.100:53635<->99.86.0.100:443/TCP,8,344.0,288.7988,0.617747,3.157100,TikTok
192.0.78.24:443<->192.168.1.100:63198/TCP,8,465.75,456.4698,0.759396,1.855172,Cloudflare
13.107.42.14:443<->192.168.1.100:60253/TCP,8,512.25,514.6263,0.908137,15.457831,Twitter/X
17.253.144.10:443<->192.168.1.100:49327/TCP,7,336.4286,356.4691,1.017836,0.938272,Apple
157.240.1.35:443<->192.168.1.100:51143/TCP,6,305.8333,327.2636,0.842048,0.030320,Facebook
192.168.1.100:53164<->93.184.216.34:80/TCP,2,92.0,38.0,2e-05,inf,HTTPS
192.168.1.100:52181<->93.184.216.34:80/TCP,2,92.0,38.0,-0.000914,inf,HTTPS
192.168.1.100:63281<->93.184.216.34:80/TCP,2,92.0,38.0,-7e-06,inf,HTTPS
185.199.108.153:80<->192.168.1.100:55181/TCP,2,92.0,38.0,0.000453,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:52840/TCP,2,92.0,38.0,0.002082,0.000000,HTTPS
185.199.108.153:80<->192.168.1.100:51947/TCP,2,92.0,38.0,-0.000145,0.000000,HTTPS
192.168.1.100:58872<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:52265<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:58690<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:54167<->8.8.8.8:53/UDP,1,74.0,0.0,0.0,inf,Google
192.168.1.100:52979<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:54213<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:61725<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,YouTube
192.168.1.100:51890<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:49622<->8.8.8.8:53/UDP,1,76.0,0.0,0.0,inf,Facebook
192.168.1.100:54315<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
192.168.1.100:54153<->8.8.8.8:53/UDP,1,75.0,0.0,0.0,inf,Twitter/X
